DateTime,EnergyConsumption(kWh)
2017-01-03 09:00:00,49.324963
2017-01-03 10:00:00,62.11756
2017-01-03 11:00:00,71.421265
2017-01-03 12:00:00,76.474106
2017-01-03 13:00:00,67.04801
2017-01-03 14:00:00,71.56642
2017-01-03 15:00:00,76.223465
2017-01-03 16:00:00,68.503624
2017-01-03 17:00:00,69.46603
2017-01-03 18:00:00,71.53759
2017-01-03 19:00:00,73.290276
2017-01-03 20:00:00,70.43651
2017-01-03 21:00:00,70.76486
2017-01-03 22:00:00,67.215935
2017-01-03 23:00:00,60.550636
2017-01-04 00:00:00,54.461105
2017-01-04 01:00:00,46.281544
2017-01-04 02:00:00,42.730602
2017-01-04 03:00:00,38.743427
2017-01-04 04:00:00,33.489098
2017-01-04 05:00:00,31.251148
2017-01-04 06:00:00,32.817257
2017-01-04 07:00:00,36.665005
2017-01-04 08:00:00,42.720203
2017-01-04 09:00:00,55.33511
2017-01-04 10:00:00,68.26051
2017-01-04 11:00:00,84.500404
2017-01-04 12:00:00,80.27454
2017-01-04 13:00:00,71.47994
2017-01-04 14:00:00,74.86481
2017-01-04 15:00:00,79.679924
2017-01-04 16:00:00,70.22577
2017-01-04 17:00:00,70.242615
2017-01-04 18:00:00,73.261604
2017-01-04 19:00:00,74.12912
2017-01-04 20:00:00,75.69856
2017-01-04 21:00:00,73.52629
2017-01-04 22:00:00,69.12177
2017-01-04 23:00:00,62.782047
2017-01-05 00:00:00,56.161755
2017-01-05 01:00:00,46.651722
2017-01-05 02:00:00,43.300636
2017-01-05 03:00:00,38.572933
2017-01-05 04:00:00,34.116238
2017-01-05 05:00:00,31.646225
2017-01-05 06:00:00,33.80835
2017-01-05 07:00:00,37.670708
2017-01-05 08:00:00,43.304527
2017-01-05 09:00:00,50.657345
2017-01-05 10:00:00,64.10277
2017-01-05 11:00:00,72.46099
2017-01-05 12:00:00,76.08422
2017-01-05 13:00:00,69.689606
2017-01-05 14:00:00,72.94092
2017-01-05 15:00:00,73.67701
2017-01-05 16:00:00,66.939064
2017-01-05 17:00:00,65.851616
2017-01-05 18:00:00,70.06457
2017-01-05 19:00:00,69.930725
2017-01-05 20:00:00,70.84846
2017-01-05 21:00:00,69.92108
2017-01-05 22:00:00,66.330605
2017-01-05 23:00:00,59.42542
2017-01-06 00:00:00,54.30165
2017-01-06 01:00:00,46.635048
2017-01-06 02:00:00,40.639046
2017-01-06 03:00:00,38.567165
2017-01-06 04:00:00,34.07264
2017-01-06 05:00:00,28.67486
2017-01-06 06:00:00,31.118126
2017-01-06 07:00:00,36.504818
2017-01-06 08:00:00,40.272816
2017-01-06 09:00:00,48.599003
2017-01-06 10:00:00,64.54541
2017-01-06 11:00:00,74.836555
2017-01-06 12:00:00,79.73079
2017-01-06 13:00:00,70.41314
2017-01-06 14:00:00,72.07038
2017-01-06 15:00:00,72.188324
2017-01-06 16:00:00,65.548325
2017-01-06 17:00:00,64.06799
2017-01-06 18:00:00,68.080246
2017-01-06 19:00:00,69.8257
2017-01-06 20:00:00,68.85388
2017-01-06 21:00:00,64.59714
2017-01-06 22:00:00,62.25988
2017-01-06 23:00:00,55.760963
2017-01-07 00:00:00,50.16091
2017-01-07 01:00:00,40.886593
2017-01-07 02:00:00,35.679783
2017-01-07 03:00:00,31.94748
2017-01-07 04:00:00,28.199934
2017-01-07 05:00:00,25.22305
2017-01-07 06:00:00,25.31322
2017-01-07 07:00:00,25.45047
2017-01-07 08:00:00,29.38928
2017-01-07 09:00:00,32.477192
2017-01-07 10:00:00,41.803375
2017-01-07 11:00:00,42.653477
2017-01-07 12:00:00,44.942436
2017-01-07 13:00:00,39.616592
2017-01-07 14:00:00,39.68107
2017-01-07 15:00:00,38.05671
2017-01-07 16:00:00,36.643475
2017-01-07 17:00:00,39.465412
2017-01-07 18:00:00,40.677177
2017-01-07 19:00:00,45.71288
2017-01-07 20:00:00,51.300205
2017-01-07 21:00:00,48.027283
2017-01-07 22:00:00,46.232826
2017-01-07 23:00:00,41.54547
2017-01-08 00:00:00,38.287746
2017-01-08 01:00:00,31.274578
2017-01-08 02:00:00,26.897705
2017-01-08 03:00:00,24.468367
2017-01-08 04:00:00,21.069426
2017-01-08 05:00:00,19.300055
2017-01-08 06:00:00,19.89579
2017-01-08 07:00:00,22.611702
2017-01-08 08:00:00,24.531252
2017-01-08 09:00:00,30.0791
2017-01-08 10:00:00,34.383972
2017-01-08 11:00:00,35.213657
2017-01-08 12:00:00,37.109356
2017-01-08 13:00:00,35.714233
2017-01-08 14:00:00,36.544666
2017-01-08 15:00:00,39.515884
2017-01-08 16:00:00,38.425533
2017-01-08 17:00:00,40.679688
2017-01-08 18:00:00,45.05096
2017-01-08 19:00:00,48.55134
2017-01-08 20:00:00,49.715168
2017-01-08 21:00:00,47.193302
2017-01-08 22:00:00,46.896545
2017-01-08 23:00:00,42.780952
2017-01-09 00:00:00,38.847878
2017-01-09 01:00:00,32.46346
2017-01-09 02:00:00,31.634604
2017-01-09 03:00:00,30.78841
2017-01-09 04:00:00,26.865215
2017-01-09 05:00:00,25.792772
2017-01-09 06:00:00,30.463018
2017-01-09 07:00:00,35.380283
2017-01-09 08:00:00,41.932037
2017-01-09 09:00:00,54.241913
2017-01-09 10:00:00,72.1627
2017-01-09 11:00:00,83.26621
2017-01-09 12:00:00,86.3253
2017-01-09 13:00:00,75.747116
2017-01-09 14:00:00,79.93798
2017-01-09 15:00:00,81.89653
2017-01-09 16:00:00,74.91262
2017-01-09 17:00:00,71.47778
2017-01-09 18:00:00,74.80566
2017-01-09 19:00:00,77.26987
2017-01-09 20:00:00,76.75275
2017-01-09 21:00:00,72.69405
2017-01-09 22:00:00,70.772095
2017-01-09 23:00:00,63.297123
2017-01-10 00:00:00,55.212914
2017-01-10 01:00:00,46.402073
2017-01-10 02:00:00,43.316376
2017-01-10 03:00:00,39.231434
2017-01-10 04:00:00,33.261288
2017-01-10 05:00:00,30.651459
2017-01-10 06:00:00,33.32543
2017-01-10 07:00:00,38.268333
2017-01-10 08:00:00,43.884605
2017-01-10 09:00:00,49.540325
2017-01-10 10:00:00,63.98984
2017-01-10 11:00:00,73.526375
2017-01-10 12:00:00,78.71083
2017-01-10 13:00:00,68.30128
2017-01-10 14:00:00,73.285446
2017-01-10 15:00:00,78.394646
2017-01-10 16:00:00,70.29311
2017-01-10 17:00:00,70.2922
2017-01-10 18:00:00,72.45111
2017-01-10 19:00:00,73.92668
2017-01-10 20:00:00,71.8815
2017-01-10 21:00:00,71.780106
2017-01-10 22:00:00,67.376366
2017-01-10 23:00:00,61.025356
2017-01-11 00:00:00,54.381935
2017-01-11 01:00:00,45.785217
2017-01-11 02:00:00,42.596554
2017-01-11 03:00:00,39.078636
2017-01-11 04:00:00,32.475292
2017-01-11 05:00:00,29.596182
2017-01-11 06:00:00,32.17975
2017-01-11 07:00:00,36.467316
2017-01-11 08:00:00,42.65741
2017-01-11 09:00:00,54.641132
2017-01-11 10:00:00,67.556526
2017-01-11 11:00:00,84.72585
2017-01-11 12:00:00,81.82537
2017-01-11 13:00:00,71.50359
2017-01-11 14:00:00,74.350266
2017-01-11 15:00:00,79.102486
2017-01-11 16:00:00,69.56402
2017-01-11 17:00:00,69.432465
2017-01-11 18:00:00,72.96688
2017-01-11 19:00:00,74.33539
2017-01-11 20:00:00,76.45326
2017-01-11 21:00:00,74.09006
2017-01-11 22:00:00,69.40683
2017-01-11 23:00:00,64.15504
2017-01-12 00:00:00,57.08307
2017-01-12 01:00:00,47.374073
2017-01-12 02:00:00,43.849907
2017-01-12 03:00:00,38.860054
2017-01-12 04:00:00,33.576366
2017-01-12 05:00:00,30.500078
2017-01-12 06:00:00,33.287735
2017-01-12 07:00:00,37.44029
2017-01-12 08:00:00,43.412334
2017-01-12 09:00:00,49.661243
2017-01-12 10:00:00,63.94258
2017-01-12 11:00:00,72.9403
2017-01-12 12:00:00,76.64631
2017-01-12 13:00:00,69.10754
2017-01-12 14:00:00,71.50672
2017-01-12 15:00:00,73.5146
2017-01-12 16:00:00,67.2996
2017-01-12 17:00:00,65.3877
2017-01-12 18:00:00,69.33573
2017-01-12 19:00:00,69.86555
2017-01-12 20:00:00,71.48625
2017-01-12 21:00:00,70.331055
2017-01-12 22:00:00,66.81509
2017-01-12 23:00:00,59.888355
2017-01-13 00:00:00,53.53689
2017-01-13 01:00:00,45.736015
2017-01-13 02:00:00,39.76057
2017-01-13 03:00:00,37.79657
2017-01-13 04:00:00,33.107353
2017-01-13 05:00:00,29.116335
2017-01-13 06:00:00,32.531452
2017-01-13 07:00:00,36.553013
2017-01-13 08:00:00,40.33549
2017-01-13 09:00:00,48.814495
2017-01-13 10:00:00,65.61069
2017-01-13 11:00:00,76.38494
2017-01-13 12:00:00,80.66874
2017-01-13 13:00:00,70.16901
2017-01-13 14:00:00,71.76097
2017-01-13 15:00:00,72.92009
2017-01-13 16:00:00,66.5298
2017-01-13 17:00:00,64.49913
2017-01-13 18:00:00,68.39827
2017-01-13 19:00:00,70.53974
2017-01-13 20:00:00,70.456665
2017-01-13 21:00:00,65.44715
2017-01-13 22:00:00,63.350914
2017-01-13 23:00:00,57.178852
2017-01-14 00:00:00,51.38075
2017-01-14 01:00:00,42.325584
2017-01-14 02:00:00,37.91298
2017-01-14 03:00:00,34.648903
2017-01-14 04:00:00,30.044159
2017-01-14 05:00:00,26.02898
2017-01-14 06:00:00,26.940884
2017-01-14 07:00:00,27.097574
2017-01-14 08:00:00,31.572468
2017-01-14 09:00:00,33.72731
2017-01-14 10:00:00,43.26486
2017-01-14 11:00:00,43.826553
2017-01-14 12:00:00,47.162117
2017-01-14 13:00:00,42.23813
2017-01-14 14:00:00,41.859814
2017-01-14 15:00:00,39.395668
2017-01-14 16:00:00,37.558895
2017-01-14 17:00:00,40.32419
2017-01-14 18:00:00,43.13743
2017-01-14 19:00:00,47.91192
2017-01-14 20:00:00,52.47756
2017-01-14 21:00:00,48.430435
2017-01-14 22:00:00,46.882
2017-01-14 23:00:00,43.21597
2017-01-15 00:00:00,40.355724
2017-01-15 01:00:00,33.064426
2017-01-15 02:00:00,28.820402
2017-01-15 03:00:00,26.09513
2017-01-15 04:00:00,22.590982
2017-01-15 05:00:00,20.149393
2017-01-15 06:00:00,19.702545
2017-01-15 07:00:00,22.727293
2017-01-15 08:00:00,25.299486
2017-01-15 09:00:00,30.708693
2017-01-15 10:00:00,34.67914
2017-01-15 11:00:00,35.658573
2017-01-15 12:00:00,36.648174
2017-01-15 13:00:00,36.197063
2017-01-15 14:00:00,37.5513
2017-01-15 15:00:00,40.622738
2017-01-15 16:00:00,39.774666
2017-01-15 17:00:00,42.034245
2017-01-15 18:00:00,46.711933
2017-01-15 19:00:00,50.255524
2017-01-15 20:00:00,51.268894
2017-01-15 21:00:00,48.73539
2017-01-15 22:00:00,48.40147
2017-01-15 23:00:00,45.0121
2017-01-16 00:00:00,40.59231
2017-01-16 01:00:00,34.286247
2017-01-16 02:00:00,33.44995
2017-01-16 03:00:00,32.088158
2017-01-16 04:00:00,27.732576
2017-01-16 05:00:00,26.81782
2017-01-16 06:00:00,30.996233
2017-01-16 07:00:00,37.11218
2017-01-16 08:00:00,43.055187
2017-01-16 09:00:00,55.692425
2017-01-16 10:00:00,73.458275
2017-01-16 11:00:00,84.23248
2017-01-16 12:00:00,87.00498
2017-01-16 13:00:00,77.638504
2017-01-16 14:00:00,81.29398
2017-01-16 15:00:00,83.12741
2017-01-16 16:00:00,76.91031
2017-01-16 17:00:00,73.7321
2017-01-16 18:00:00,76.843994
2017-01-16 19:00:00,79.45686
2017-01-16 20:00:00,79.65743
2017-01-16 21:00:00,75.61637
2017-01-16 22:00:00,73.40393
2017-01-16 23:00:00,65.659134
2017-01-17 00:00:00,57.80197
2017-01-17 01:00:00,49.547913
2017-01-17 02:00:00,45.844765
2017-01-17 03:00:00,41.501156
2017-01-17 04:00:00,35.64491
2017-01-17 05:00:00,33.089478
2017-01-17 06:00:00,34.664696
2017-01-17 07:00:00,40.506226
2017-01-17 08:00:00,45.851223
2017-01-17 09:00:00,51.687557
2017-01-17 10:00:00,66.62298
2017-01-17 11:00:00,75.60155
2017-01-17 12:00:00,80.474014
2017-01-17 13:00:00,71.39087
2017-01-17 14:00:00,75.87189
2017-01-17 15:00:00,80.17747
2017-01-17 16:00:00,73.198235
2017-01-17 17:00:00,73.06676
2017-01-17 18:00:00,75.79236
2017-01-17 19:00:00,76.96721
2017-01-17 20:00:00,75.157455
2017-01-17 21:00:00,75.47129
2017-01-17 22:00:00,70.25109
2017-01-17 23:00:00,63.5762
2017-01-18 00:00:00,57.069138
2017-01-18 01:00:00,48.925808
2017-01-18 02:00:00,44.88609
2017-01-18 03:00:00,41.104942
2017-01-18 04:00:00,34.554157
2017-01-18 05:00:00,31.823479
2017-01-18 06:00:00,34.05546
2017-01-18 07:00:00,39.253
2017-01-18 08:00:00,44.784683
2017-01-18 09:00:00,57.092663
2017-01-18 10:00:00,70.19915
2017-01-18 11:00:00,86.94688
2017-01-18 12:00:00,83.631966
2017-01-18 13:00:00,74.68769
2017-01-18 14:00:00,77.29018
2017-01-18 15:00:00,81.47518
2017-01-18 16:00:00,72.629974
2017-01-18 17:00:00,71.87048
2017-01-18 18:00:00,76.230995
2017-01-18 19:00:00,77.20259
2017-01-18 20:00:00,78.929115
2017-01-18 21:00:00,76.0623
2017-01-18 22:00:00,70.96167
2017-01-18 23:00:00,65.44619
2017-01-19 00:00:00,58.327293
2017-01-19 01:00:00,48.623978
2017-01-19 02:00:00,44.43456
2017-01-19 03:00:00,39.474483
2017-01-19 04:00:00,34.273014
2017-01-19 05:00:00,31.772942
2017-01-19 06:00:00,34.817856
2017-01-19 07:00:00,39.784836
2017-01-19 08:00:00,45.23148
2017-01-19 09:00:00,52.049595
2017-01-19 10:00:00,66.82244
2017-01-19 11:00:00,75.03013
2017-01-19 12:00:00,78.57371
2017-01-19 13:00:00,72.04253
2017-01-19 14:00:00,73.76125
2017-01-19 15:00:00,75.915436
2017-01-19 16:00:00,70.2291
2017-01-19 17:00:00,67.5852
2017-01-19 18:00:00,71.59702
2017-01-19 19:00:00,72.323784
2017-01-19 20:00:00,73.688484
2017-01-19 21:00:00,72.41731
2017-01-19 22:00:00,68.70279
2017-01-19 23:00:00,61.380093
2017-01-20 00:00:00,54.974743
2017-01-20 01:00:00,48.089554
2017-01-20 02:00:00,41.376072
2017-01-20 03:00:00,39.321903
2017-01-20 04:00:00,34.60236
2017-01-20 05:00:00,30.2327
2017-01-20 06:00:00,34.044903
2017-01-20 07:00:00,39.274998
2017-01-20 08:00:00,42.53523
2017-01-20 09:00:00,51.085747
2017-01-20 10:00:00,67.65552
2017-01-20 11:00:00,77.69666
2017-01-20 12:00:00,81.98683
2017-01-20 13:00:00,72.26779
2017-01-20 14:00:00,73.582436
2017-01-20 15:00:00,73.70921
2017-01-20 16:00:00,67.77712
2017-01-20 17:00:00,65.40586
2017-01-20 18:00:00,69.72431
2017-01-20 19:00:00,71.61347
2017-01-20 20:00:00,71.14406
2017-01-20 21:00:00,66.990685
2017-01-20 22:00:00,64.76619
2017-01-20 23:00:00,58.375645
2017-01-21 00:00:00,52.677624
2017-01-21 01:00:00,43.869728
2017-01-21 02:00:00,38.119324
2017-01-21 03:00:00,34.203407
2017-01-21 04:00:00,30.28759
2017-01-21 05:00:00,26.89198
2017-01-21 06:00:00,27.381676
2017-01-21 07:00:00,27.331228
2017-01-21 08:00:00,30.98747
2017-01-21 09:00:00,33.987347
2017-01-21 10:00:00,43.651787
2017-01-21 11:00:00,44.253887
2017-01-21 12:00:00,46.948357
2017-01-21 13:00:00,42.0421
2017-01-21 14:00:00,42.18685
2017-01-21 15:00:00,40.157997
2017-01-21 16:00:00,38.490376
2017-01-21 17:00:00,40.92648
2017-01-21 18:00:00,43.928085
2017-01-21 19:00:00,48.57328
2017-01-21 20:00:00,52.66353
2017-01-21 21:00:00,49.630947
2017-01-21 22:00:00,48.061474
2017-01-21 23:00:00,44.989025
2017-01-22 00:00:00,41.34937
2017-01-22 01:00:00,33.498344
2017-01-22 02:00:00,28.661665
2017-01-22 03:00:00,25.471079
2017-01-22 04:00:00,21.525291
2017-01-22 05:00:00,19.334944
2017-01-22 06:00:00,19.982433
2017-01-22 07:00:00,24.142834
2017-01-22 08:00:00,26.103941
2017-01-22 09:00:00,30.935465
2017-01-22 10:00:00,35.216305
2017-01-22 11:00:00,36.717937
2017-01-22 12:00:00,37.916702
2017-01-22 13:00:00,37.03185
2017-01-22 14:00:00,36.49245
2017-01-22 15:00:00,39.43165
2017-01-22 16:00:00,39.576332
2017-01-22 17:00:00,41.828754
2017-01-22 18:00:00,45.97074
2017-01-22 19:00:00,49.96573
2017-01-22 20:00:00,50.467224
2017-01-22 21:00:00,47.882275
2017-01-22 22:00:00,46.942917
2017-01-22 23:00:00,43.018967
2017-01-23 00:00:00,39.05762
2017-01-23 01:00:00,33.373837
2017-01-23 02:00:00,31.670534
2017-01-23 03:00:00,30.275213
2017-01-23 04:00:00,26.600885
2017-01-23 05:00:00,25.617903
2017-01-23 06:00:00,30.116728
2017-01-23 07:00:00,36.65548
2017-01-23 08:00:00,43.354374
2017-01-23 09:00:00,55.874504
2017-01-23 10:00:00,73.553734
2017-01-23 11:00:00,85.3734
2017-01-23 12:00:00,87.60497
2017-01-23 13:00:00,78.49013
2017-01-23 14:00:00,81.93856
2017-01-23 15:00:00,83.74396
2017-01-23 16:00:00,77.58609
2017-01-23 17:00:00,73.303314
2017-01-23 18:00:00,76.763466
2017-01-23 19:00:00,79.682594
2017-01-23 20:00:00,79.025185
2017-01-23 21:00:00,75.540436
2017-01-23 22:00:00,73.91112
2017-01-23 23:00:00,66.56965
2017-01-24 00:00:00,58.86467
2017-01-24 01:00:00,49.760918
2017-01-24 02:00:00,45.051178
2017-01-24 03:00:00,40.758823
2017-01-24 04:00:00,34.7584
2017-01-24 05:00:00,32.490444
2017-01-24 06:00:00,34.898582
2017-01-24 07:00:00,40.611393
2017-01-24 08:00:00,46.46943
2017-01-24 09:00:00,52.473354
2017-01-24 10:00:00,66.176544
2017-01-24 11:00:00,75.677155
2017-01-24 12:00:00,80.08528
2017-01-24 13:00:00,71.667534
2017-01-24 14:00:00,76.32638
2017-01-24 15:00:00,80.56732
2017-01-24 16:00:00,73.50826
2017-01-24 17:00:00,73.13258
2017-01-24 18:00:00,76.30373
2017-01-24 19:00:00,78.20741
2017-01-24 20:00:00,75.48872
2017-01-24 21:00:00,76.04839
2017-01-24 22:00:00,71.11757
2017-01-24 23:00:00,64.49517
2017-01-25 00:00:00,57.89653
2017-01-25 01:00:00,49.54352
2017-01-25 02:00:00,44.37287
2017-01-25 03:00:00,40.215794
2017-01-25 04:00:00,33.812847
2017-01-25 05:00:00,31.448141
2017-01-25 06:00:00,33.806744
2017-01-25 07:00:00,38.588707
2017-01-25 08:00:00,44.94928
2017-01-25 09:00:00,57.720135
2017-01-25 10:00:00,70.29212
2017-01-25 11:00:00,87.2822
2017-01-25 12:00:00,83.811516
2017-01-25 13:00:00,75.72143
2017-01-25 14:00:00,77.44308
2017-01-25 15:00:00,81.53213
2017-01-25 16:00:00,72.77766
2017-01-25 17:00:00,72.09543
2017-01-25 18:00:00,76.75861
2017-01-25 19:00:00,77.54921
2017-01-25 20:00:00,78.72504
2017-01-25 21:00:00,76.37242
2017-01-25 22:00:00,72.45984
2017-01-25 23:00:00,67.14944
2017-01-26 00:00:00,59.65086
2017-01-26 01:00:00,49.33587
2017-01-26 02:00:00,44.383366
2017-01-26 03:00:00,39.58004
2017-01-26 04:00:00,33.90031
2017-01-26 05:00:00,30.923365
2017-01-26 06:00:00,35.092987
2017-01-26 07:00:00,40.4073
2017-01-26 08:00:00,46.41454
2017-01-26 09:00:00,53.58049
2017-01-26 10:00:00,67.277985
2017-01-26 11:00:00,75.47718
2017-01-26 12:00:00,79.68327
2017-01-26 13:00:00,73.63986
2017-01-26 14:00:00,75.04782
2017-01-26 15:00:00,76.30014
2017-01-26 16:00:00,71.14939
2017-01-26 17:00:00,68.43184
2017-01-26 18:00:00,73.11375
2017-01-26 19:00:00,73.25273
2017-01-26 20:00:00,74.54919
2017-01-26 21:00:00,74.138275
2017-01-26 22:00:00,71.39158
2017-01-26 23:00:00,64.52924
2017-01-27 00:00:00,57.383595
2017-01-27 01:00:00,49.533936
2017-01-27 02:00:00,41.805973
2017-01-27 03:00:00,39.254936
2017-01-27 04:00:00,34.832664
2017-01-27 05:00:00,31.566984
2017-01-27 06:00:00,36.14369
2017-01-27 07:00:00,41.74619
2017-01-27 08:00:00,45.63663
2017-01-27 09:00:00,54.70897
2017-01-27 10:00:00,70.9837
2017-01-27 11:00:00,81.2978
2017-01-27 12:00:00,84.31424
2017-01-27 13:00:00,75.73175
2017-01-27 14:00:00,76.26094
2017-01-27 15:00:00,76.19862
2017-01-27 16:00:00,70.251686
2017-01-27 17:00:00,68.4387
2017-01-27 18:00:00,74.23997
2017-01-27 19:00:00,76.41126
2017-01-27 20:00:00,75.986786
2017-01-27 21:00:00,71.65008
2017-01-27 22:00:00,69.45979
2017-01-27 23:00:00,62.685528
2017-01-28 00:00:00,56.639652
2017-01-28 01:00:00,47.416145
2017-01-28 02:00:00,41.539085
2017-01-28 03:00:00,37.988373
2017-01-28 04:00:00,32.898125
2017-01-28 05:00:00,30.074429
2017-01-28 06:00:00,31.451313
2017-01-28 07:00:00,32.644226
2017-01-28 08:00:00,36.731766
2017-01-28 09:00:00,39.881695
2017-01-28 10:00:00,48.98294
2017-01-28 11:00:00,49.615147
2017-01-28 12:00:00,51.70948
2017-01-28 13:00:00,47.17131
2017-01-28 14:00:00,46.326534
2017-01-28 15:00:00,43.356438
2017-01-28 16:00:00,41.709866
2017-01-28 17:00:00,44.492924
2017-01-28 18:00:00,47.175003
2017-01-28 19:00:00,51.641964
2017-01-28 20:00:00,55.654034
2017-01-28 21:00:00,52.546947
2017-01-28 22:00:00,51.548645
2017-01-28 23:00:00,48.245735
2017-01-29 00:00:00,45.255882
2017-01-29 01:00:00,35.91781
2017-01-29 02:00:00,30.79558
2017-01-29 03:00:00,27.829805
2017-01-29 04:00:00,24.140985
2017-01-29 05:00:00,21.681475
2017-01-29 06:00:00,21.988815
2017-01-29 07:00:00,26.299294
2017-01-29 08:00:00,28.469418
2017-01-29 09:00:00,33.004658
2017-01-29 10:00:00,37.13302
2017-01-29 11:00:00,38.27708
2017-01-29 12:00:00,39.467926
2017-01-29 13:00:00,39.265614
2017-01-29 14:00:00,38.91554
2017-01-29 15:00:00,41.390877
2017-01-29 16:00:00,41.463535
2017-01-29 17:00:00,43.718628
2017-01-29 18:00:00,48.07406
2017-01-29 19:00:00,51.209156
2017-01-29 20:00:00,51.85697
2017-01-29 21:00:00,49.755196
2017-01-29 22:00:00,49.836872
2017-01-29 23:00:00,45.791733
2017-01-30 00:00:00,41.369297
2017-01-30 01:00:00,35.360706
2017-01-30 02:00:00,33.920208
2017-01-30 03:00:00,32.827286
2017-01-30 04:00:00,29.171581
2017-01-30 05:00:00,27.61143
2017-01-30 06:00:00,32.70518
2017-01-30 07:00:00,39.480633
2017-01-30 08:00:00,46.76204
2017-01-30 09:00:00,59.466988
2017-01-30 10:00:00,77.86422
2017-01-30 11:00:00,89.52401
2017-01-30 12:00:00,91.54279
2017-01-30 13:00:00,82.19612
2017-01-30 14:00:00,85.416145
2017-01-30 15:00:00,86.95985
2017-01-30 16:00:00,81.39361
2017-01-30 17:00:00,77.379974
2017-01-30 18:00:00,81.13867
2017-01-30 19:00:00,84.083305
2017-01-30 20:00:00,83.31606
2017-01-30 21:00:00,79.37379
2017-01-30 22:00:00,77.95058
2017-01-30 23:00:00,70.98199
2017-01-31 00:00:00,62.4163
2017-01-31 01:00:00,53.641205
2017-01-31 02:00:00,48.73069
2017-01-31 03:00:00,43.67571
2017-01-31 04:00:00,37.238815
2017-01-31 05:00:00,34.568695
2017-01-31 06:00:00,37.73993
2017-01-31 07:00:00,44.005875
2017-01-31 08:00:00,49.638878
2017-01-31 09:00:00,55.551548
2017-01-31 10:00:00,69.58377
2017-01-31 11:00:00,79.90689
2017-01-31 12:00:00,83.93977
2017-01-31 13:00:00,75.453636
2017-01-31 14:00:00,78.48748
2017-01-31 15:00:00,82.713394
2017-01-31 16:00:00,75.89558
2017-01-31 17:00:00,74.792854
2017-01-31 18:00:00,78.140945
2017-01-31 19:00:00,80.287735
2017-01-31 20:00:00,77.60042
2017-01-31 21:00:00,77.7304
2017-01-31 22:00:00,73.4426
2017-01-31 23:00:00,67.99117
2017-02-01 00:00:00,60.096115
2017-02-01 01:00:00,51.047314
2017-02-01 02:00:00,45.750813
2017-02-01 03:00:00,42.390755
2017-02-01 04:00:00,35.97165
2017-02-01 05:00:00,32.855415
2017-02-01 06:00:00,36.155704
2017-02-01 07:00:00,41.807457
2017-02-01 08:00:00,47.335514
2017-02-01 09:00:00,59.54804
2017-02-01 10:00:00,72.56192
2017-02-01 11:00:00,90.00405
2017-02-01 12:00:00,86.39582
2017-02-01 13:00:00,78.13003
2017-02-01 14:00:00,79.70745
2017-02-01 15:00:00,83.718346
2017-02-01 16:00:00,75.38102
2017-02-01 17:00:00,74.24622
2017-02-01 18:00:00,79.26891
2017-02-01 19:00:00,80.47897
2017-02-01 20:00:00,81.38366
2017-02-01 21:00:00,78.575134
2017-02-01 22:00:00,74.229065
2017-02-01 23:00:00,69.61419
2017-02-02 00:00:00,61.900566
2017-02-02 01:00:00,51.41474
2017-02-02 02:00:00,46.869347
2017-02-02 03:00:00,41.934536
2017-02-02 04:00:00,36.602413
2017-02-02 05:00:00,33.496094
2017-02-02 06:00:00,36.990498
2017-02-02 07:00:00,42.109837
